age,job,marital,education,default,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Target2,balance2,,steps 
58,admin.,married,secondary,no,yes,no,cellular,23,jun,790,4,141,1,other,1,positive,,
71,retired,married,tertiary,no,no,no,cellular,30,jun,128,1,-1,0,unknown,1,positive,,
54,management,married,tertiary,no,no,no,cellular,30,jun,157,1,-1,0,unknown,1,positive,,
37,management,married,tertiary,no,no,no,cellular,30,jun,224,1,-1,0,unknown,1,positive,,
22,student,single,unknown,no,no,no,cellular,30,jun,377,1,-1,0,unknown,1,positive,,
44,management,married,tertiary,no,no,no,cellular,1,jul,571,2,-1,0,unknown,1,positive,,
37,entrepreneur,married,tertiary,no,no,yes,cellular,1,jul,140,3,-1,0,unknown,1,positive,,
72,self-employed,married,tertiary,no,no,no,cellular,1,jul,260,2,65,1,success,1,positive,,
78,retired,divorced,primary,no,no,no,telephone,1,jul,372,1,-1,0,unknown,1,positive,,
26,services,single,tertiary,no,no,yes,telephone,1,jul,261,4,-1,0,unknown,1,negative,,
69,retired,divorced,primary,no,no,no,cellular,2,jul,260,2,-1,0,unknown,1,positive,,
41,blue-collar,married,secondary,no,no,no,cellular,2,jul,342,2,-1,0,unknown,1,positive,,
44,blue-collar,married,secondary,no,yes,no,cellular,2,jul,275,1,-1,0,unknown,1,positive,,
32,services,single,secondary,no,no,no,cellular,2,jul,356,1,-1,0,unknown,1,positive,,
79,retired,married,secondary,no,no,no,telephone,2,jul,363,1,-1,0,unknown,1,positive,,
33,technician,married,secondary,no,yes,no,cellular,2,jul,218,1,-1,0,unknown,1,positive,,
45,management,married,tertiary,no,no,no,cellular,2,jul,367,1,-1,0,unknown,1,positive,,
40,management,married,tertiary,no,yes,no,cellular,2,jul,566,1,395,2,success,1,positive,,
30,management,single,tertiary,no,no,no,cellular,2,jul,309,1,-1,0,unknown,1,positive,,
42,entrepreneur,married,secondary,no,yes,no,telephone,2,jul,711,1,342,1,failure,1,positive,,
30,technician,single,secondary,no,no,no,cellular,2,jul,396,1,-1,0,unknown,1,positive,,
28,management,single,tertiary,no,yes,no,cellular,2,jul,940,1,399,3,success,1,positive,,
58,housemaid,divorced,secondary,no,no,no,cellular,2,jul,478,2,-1,0,unknown,1,negative,,
28,management,single,tertiary,no,no,no,cellular,2,jul,276,2,-1,0,unknown,1,positive,,
39,admin.,divorced,secondary,no,yes,no,cellular,2,jul,503,2,147,5,success,1,positive,,
31,blue-collar,married,secondary,no,yes,no,cellular,2,jul,135,2,49,3,failure,1,positive,,
45,admin.,married,unknown,no,no,no,cellular,2,jul,272,1,-1,0,unknown,1,positive,,
56,blue-collar,married,primary,no,no,no,telephone,2,jul,176,1,-1,0,unknown,1,positive,,
46,management,divorced,tertiary,no,no,no,cellular,3,jul,247,2,-1,0,unknown,1,positive,,
56,retired,married,secondary,no,no,no,telephone,3,jul,353,2,-1,0,unknown,1,positive,,
27,services,single,secondary,no,no,no,cellular,3,jul,203,1,-1,0,unknown,1,positive,,
30,unemployed,married,tertiary,no,no,no,cellular,3,jul,264,1,80,1,success,1,positive,,
26,self-employed,single,tertiary,no,no,no,cellular,3,jul,446,1,-1,0,unknown,1,positive,,
35,unemployed,single,primary,no,no,no,cellular,3,jul,175,1,-1,0,unknown,1,positive,,
52,blue-collar,married,primary,no,no,no,cellular,3,jul,1007,6,-1,0,unknown,1,positive,,
54,admin.,married,secondary,no,no,no,cellular,3,jul,409,2,-1,0,unknown,1,positive,,
25,admin.,single,secondary,no,no,no,cellular,3,jul,658,3,-1,0,unknown,1,positive,,
41,entrepreneur,married,primary,no,no,no,cellular,3,jul,438,2,389,1,other,1,negative,,
24,management,single,tertiary,no,no,no,cellular,3,jul,257,1,-1,0,unknown,1,positive,,
35,services,single,tertiary,no,no,no,cellular,3,jul,704,1,-1,0,unknown,1,negative,,
28,blue-collar,single,secondary,no,no,no,cellular,3,jul,308,2,-1,0,unknown,1,positive,,
62,management,married,tertiary,no,no,no,cellular,6,jul,270,3,-1,0,unknown,1,positive,,
52,technician,married,secondary,no,no,no,cellular,6,jul,227,2,-1,0,unknown,1,positive,,
23,services,single,secondary,no,no,no,cellular,6,jul,316,4,-1,0,unknown,1,positive,,
82,retired,married,primary,no,no,no,cellular,7,jul,429,1,-1,0,unknown,1,positive,,
63,retired,married,secondary,no,no,no,cellular,7,jul,371,1,-1,0,unknown,1,positive,,
32,admin.,married,secondary,no,yes,yes,cellular,7,jul,297,1,-1,0,unknown,1,positive,,
31,management,married,tertiary,no,no,no,cellular,7,jul,284,1,-1,0,unknown,1,positive,,
48,management,married,secondary,no,no,no,cellular,7,jul,407,1,385,1,success,1,positive,,
37,services,married,secondary,no,no,no,cellular,7,jul,682,2,386,1,success,1,positive,,
40,technician,single,tertiary,no,no,no,cellular,7,jul,180,2,-1,0,unknown,1,positive,,
66,retired,married,secondary,no,no,no,cellular,7,jul,376,1,-1,0,unknown,1,positive,,
37,management,married,tertiary,no,no,no,cellular,7,jul,224,1,-1,0,unknown,1,positive,,
38,unemployed,married,primary,no,yes,no,cellular,7,jul,370,1,412,1,failure,1,positive,,
27,student,single,secondary,no,no,no,cellular,7,jul,495,2,-1,0,unknown,1,positive,,
58,retired,married,primary,no,no,no,telephone,7,jul,876,1,-1,0,unknown,1,positive,,
49,housemaid,married,primary,no,no,no,telephone,7,jul,388,1,-1,0,unknown,1,positive,,
51,technician,married,secondary,no,no,no,telephone,7,jul,257,1,-1,0,unknown,1,positive,,
31,management,single,secondary,no,yes,no,cellular,8,jul,167,1,62,1,failure,1,positive,,
31,management,single,tertiary,no,no,no,cellular,8,jul,361,1,229,2,failure,1,positive,,
38,student,married,unknown,no,no,no,cellular,8,jul,341,1,385,1,failure,1,negative,,
79,retired,married,primary,no,no,no,telephone,8,jul,1006,2,-1,0,unknown,1,positive,,
71,retired,married,tertiary,no,no,no,cellular,8,jul,896,2,-1,0,unknown,1,positive,,
52,technician,married,tertiary,no,no,no,cellular,8,jul,340,1,156,1,other,1,positive,,
55,management,married,unknown,no,no,no,cellular,8,jul,349,1,-1,0,unknown,1,positive,,
46,blue-collar,married,secondary,no,yes,no,telephone,8,jul,576,1,-1,0,unknown,1,positive,,
28,management,single,tertiary,no,no,no,cellular,8,jul,315,2,-1,0,unknown,1,positive,,
24,blue-collar,single,secondary,no,no,no,cellular,8,jul,210,5,-1,0,unknown,1,positive,,
22,student,single,secondary,no,no,no,cellular,8,jul,153,1,-1,0,unknown,1,positive,,
49,management,single,tertiary,no,yes,no,cellular,8,jul,97,3,-1,0,unknown,1,positive,,
20,student,single,unknown,no,no,no,cellular,9,jul,253,2,-1,0,unknown,1,positive,,
19,student,single,primary,no,no,no,cellular,10,jul,104,2,-1,0,unknown,1,positive,,
34,blue-collar,single,primary,no,no,no,telephone,10,jul,336,4,-1,0,unknown,1,positive,,
73,management,married,tertiary,no,no,no,cellular,14,jul,169,2,-1,0,unknown,1,positive,,
27,management,single,tertiary,no,no,no,cellular,15,jul,323,2,163,2,other,1,positive,,
59,blue-collar,divorced,primary,no,no,no,cellular,20,jul,125,2,-1,0,unknown,1,positive,,
25,student,single,tertiary,no,no,no,cellular,24,jul,139,5,-1,0,unknown,1,positive,,
44,entrepreneur,single,unknown,no,no,no,cellular,28,jul,332,2,181,2,failure,1,positive,,
42,management,single,tertiary,no,no,no,cellular,28,jul,822,6,405,1,success,1,positive,,
28,management,single,tertiary,no,no,no,cellular,28,jul,486,5,-1,0,unknown,1,positive,,
46,admin.,divorced,secondary,no,no,no,cellular,28,jul,573,5,-1,0,unknown,1,positive,,
25,management,single,tertiary,no,no,no,cellular,4,aug,576,1,96,1,success,1,positive,,
28,management,married,tertiary,no,no,no,cellular,4,aug,849,1,-1,0,unknown,1,positive,,
61,retired,married,secondary,no,no,no,cellular,4,aug,219,1,-1,0,unknown,1,positive,,
52,admin.,married,secondary,no,yes,yes,cellular,4,aug,218,1,-1,0,unknown,1,positive,,
57,management,married,tertiary,no,no,no,cellular,4,aug,642,1,-1,0,unknown,1,positive,,
49,management,divorced,tertiary,no,no,no,cellular,4,aug,185,1,-1,0,unknown,1,positive,,
33,technician,married,tertiary,no,no,no,cellular,4,aug,600,1,-1,0,unknown,1,positive,,
47,technician,married,secondary,no,yes,no,cellular,4,aug,505,1,96,6,success,1,positive,,
68,retired,married,secondary,no,yes,no,cellular,4,aug,249,1,-1,0,unknown,1,positive,,
40,technician,single,tertiary,no,yes,no,cellular,4,aug,173,1,92,5,success,1,positive,,
46,management,married,tertiary,no,no,no,cellular,4,aug,120,2,96,1,success,1,positive,,
29,technician,single,secondary,no,no,no,cellular,5,aug,409,4,-1,0,unknown,1,positive,,
55,management,divorced,tertiary,no,no,no,cellular,5,aug,1019,2,63,2,success,1,positive,,
30,self-employed,married,tertiary,no,no,no,cellular,5,aug,475,2,93,4,success,1,positive,,
49,admin.,divorced,secondary,no,no,yes,cellular,5,aug,211,1,-1,0,unknown,1,positive,,
48,management,married,tertiary,no,no,no,cellular,5,aug,389,1,64,2,success,1,positive,,
21,student,single,secondary,no,no,no,cellular,5,aug,414,1,-1,0,unknown,1,positive,,
45,admin.,married,secondary,no,no,no,cellular,5,aug,277,1,-1,0,unknown,1,positive,,
43,management,married,tertiary,no,no,no,cellular,5,aug,254,1,-1,0,unknown,1,positive,,
47,management,single,tertiary,no,no,no,cellular,5,aug,253,1,97,4,success,1,positive,,
27,management,single,tertiary,no,no,no,cellular,5,aug,179,2,69,26,other,1,positive,,
20,student,married,unknown,no,no,no,cellular,5,aug,385,2,93,1,failure,1,positive,,
47,housemaid,married,secondary,no,yes,no,cellular,5,aug,226,3,97,2,failure,1,positive,,
37,unemployed,single,tertiary,no,no,no,cellular,5,aug,150,1,97,2,success,1,positive,,
36,management,married,tertiary,no,no,no,cellular,5,aug,157,3,97,2,success,1,positive,,
61,management,married,tertiary,no,no,no,telephone,5,aug,270,2,-1,0,unknown,1,positive,,
53,management,married,tertiary,no,no,no,cellular,6,aug,107,1,98,6,success,1,positive,,
61,retired,married,tertiary,no,yes,yes,cellular,6,aug,975,4,98,1,unknown,1,positive,,
57,services,single,secondary,no,no,no,cellular,6,aug,355,1,-1,0,unknown,1,negative,,
40,management,married,tertiary,no,no,no,cellular,6,aug,131,2,98,6,success,1,negative,,
53,admin.,divorced,secondary,no,yes,yes,cellular,6,aug,1452,1,98,2,failure,1,negative,,
73,retired,married,primary,no,no,no,telephone,6,aug,338,1,-1,0,unknown,1,positive,,
65,unknown,married,unknown,no,no,no,telephone,6,aug,256,1,-1,0,unknown,1,positive,,
67,retired,married,tertiary,no,no,no,cellular,6,aug,254,2,-1,0,unknown,1,positive,,
66,retired,married,tertiary,no,no,no,cellular,6,aug,550,1,-1,0,unknown,1,positive,,
67,management,married,tertiary,no,no,no,cellular,7,aug,345,2,-1,0,unknown,1,positive,,
57,retired,married,secondary,no,no,no,cellular,7,aug,342,1,-1,0,unknown,1,positive,,
38,admin.,married,tertiary,no,no,no,cellular,7,aug,206,2,-1,0,unknown,1,positive,,
47,admin.,married,unknown,no,no,no,cellular,7,aug,358,1,-1,0,unknown,1,positive,,
56,management,divorced,tertiary,no,no,no,cellular,7,aug,324,1,-1,0,unknown,1,positive,,
46,management,married,tertiary,no,no,yes,cellular,7,aug,79,1,394,2,failure,1,positive,,
32,student,married,secondary,no,no,no,cellular,7,aug,289,2,-1,0,unknown,1,positive,,
69,technician,married,secondary,no,no,no,cellular,7,aug,714,1,-1,0,unknown,1,positive,,
32,services,single,secondary,no,no,no,cellular,7,aug,255,1,-1,0,unknown,1,positive,,
72,retired,married,tertiary,no,no,no,cellular,7,aug,147,2,-1,0,unknown,1,positive,,
41,admin.,married,tertiary,no,no,no,cellular,7,aug,273,1,95,2,failure,1,positive,,
72,retired,married,primary,no,no,no,cellular,7,aug,530,2,-1,0,unknown,1,positive,,
33,unemployed,married,secondary,no,no,no,cellular,7,aug,456,1,-1,0,unknown,1,positive,,
37,admin.,married,secondary,no,no,no,cellular,7,aug,155,1,99,2,success,1,positive,,
26,management,single,tertiary,no,no,no,cellular,7,aug,325,1,-1,0,unknown,1,positive,,
77,retired,married,secondary,no,no,no,cellular,7,aug,453,1,-1,0,unknown,1,positive,,
34,management,married,tertiary,no,yes,no,cellular,7,aug,262,1,99,2,success,1,negative,,
44,admin.,single,secondary,no,no,no,cellular,7,aug,166,1,99,2,other,1,positive,,
42,services,single,secondary,no,yes,no,cellular,7,aug,215,1,99,1,failure,1,positive,,
58,unemployed,married,secondary,no,yes,no,cellular,7,aug,221,1,99,2,success,1,positive,,
34,technician,married,tertiary,no,no,no,cellular,7,aug,130,1,-1,0,unknown,1,positive,,
55,entrepreneur,divorced,secondary,no,yes,no,cellular,7,aug,353,2,-1,0,unknown,1,positive,,
71,retired,married,primary,no,no,no,cellular,7,aug,212,1,-1,0,unknown,1,positive,,
41,management,married,tertiary,no,no,no,cellular,7,aug,182,2,99,1,failure,1,positive,,
23,student,single,secondary,no,no,no,cellular,7,aug,217,1,99,7,success,1,negative,,
60,management,single,tertiary,no,yes,no,cellular,7,aug,231,3,-1,0,unknown,1,positive,,
18,student,single,unknown,no,no,no,cellular,10,aug,167,1,-1,0,unknown,1,positive,,
54,technician,married,secondary,no,no,no,cellular,10,aug,559,1,70,2,other,1,positive,,
42,technician,single,unknown,no,no,no,cellular,10,aug,187,1,102,1,success,1,positive,,
32,management,single,tertiary,no,no,no,cellular,10,aug,161,2,375,5,failure,1,positive,,
59,retired,divorced,tertiary,no,no,no,cellular,10,aug,252,1,185,2,success,1,positive,,
32,self-employed,single,tertiary,no,no,no,telephone,10,aug,235,1,102,2,failure,1,positive,,
61,self-employed,divorced,tertiary,no,no,no,cellular,10,aug,290,1,-1,0,unknown,1,positive,,
31,management,married,tertiary,no,no,no,cellular,10,aug,294,3,98,2,success,1,positive,,
30,management,single,tertiary,no,no,no,cellular,10,aug,179,3,102,2,success,1,positive,,
23,student,single,tertiary,no,no,no,cellular,10,aug,213,1,-1,0,unknown,1,negative,,
42,blue-collar,married,primary,no,yes,no,cellular,11,aug,265,1,103,3,success,1,positive,,
42,unemployed,married,unknown,no,no,no,cellular,11,aug,704,2,-1,0,unknown,1,positive,,
42,services,single,tertiary,no,yes,no,cellular,11,aug,176,2,90,4,failure,1,positive,,
70,housemaid,divorced,primary,no,no,no,cellular,11,aug,651,1,-1,0,unknown,1,positive,,
57,technician,married,secondary,no,yes,no,cellular,11,aug,167,1,190,5,failure,1,positive,,
60,retired,married,secondary,no,no,no,cellular,11,aug,408,1,-1,0,unknown,1,positive,,
53,blue-collar,divorced,primary,no,no,no,telephone,11,aug,254,1,-1,0,unknown,1,positive,,
48,unemployed,divorced,secondary,no,no,no,cellular,11,aug,140,1,-1,0,unknown,1,positive,,
30,management,single,tertiary,no,no,no,cellular,11,aug,229,2,99,4,success,1,positive,,
61,retired,married,tertiary,no,yes,no,cellular,11,aug,139,3,190,1,success,1,positive,,
39,management,single,tertiary,no,yes,no,cellular,11,aug,315,2,-1,0,unknown,1,positive,,
42,technician,married,secondary,no,yes,no,cellular,11,aug,149,1,78,5,failure,1,positive,,
26,admin.,single,secondary,no,no,no,cellular,11,aug,349,1,70,3,failure,1,positive,,
46,management,married,tertiary,no,yes,yes,cellular,11,aug,1244,1,-1,0,unknown,1,positive,,
40,admin.,single,secondary,no,yes,no,cellular,11,aug,221,1,461,1,success,1,positive,,
39,admin.,married,secondary,no,yes,no,cellular,11,aug,175,2,116,2,failure,1,positive,,
58,self-employed,married,primary,no,yes,no,cellular,11,aug,206,1,461,1,failure,1,positive,,
42,blue-collar,married,secondary,no,yes,no,cellular,11,aug,589,2,-1,0,unknown,1,positive,,
60,blue-collar,married,primary,no,no,no,cellular,12,aug,429,2,-1,0,unknown,1,positive,,
32,management,single,tertiary,no,no,no,cellular,12,aug,623,2,191,2,success,1,positive,,
44,self-employed,divorced,tertiary,no,yes,no,cellular,12,aug,137,2,104,3,success,1,positive,,
31,services,single,secondary,no,no,no,cellular,12,aug,182,1,104,1,success,1,positive,,
32,technician,married,secondary,no,yes,no,cellular,12,aug,668,2,463,1,success,1,positive,,
21,student,single,secondary,no,no,no,telephone,12,aug,449,1,-1,0,unknown,1,positive,,
35,self-employed,single,tertiary,no,no,no,cellular,12,aug,582,1,-1,0,unknown,1,positive,,
50,technician,divorced,unknown,no,no,no,cellular,12,aug,1336,2,-1,0,unknown,1,positive,,
36,management,single,tertiary,no,yes,no,cellular,12,aug,239,2,100,4,failure,1,positive,,
75,retired,married,primary,no,no,no,cellular,12,aug,641,1,-1,0,unknown,1,positive,,
20,student,single,primary,no,no,no,cellular,12,aug,178,2,-1,0,unknown,1,positive,,
36,admin.,married,tertiary,no,no,no,cellular,12,aug,576,1,-1,0,unknown,1,positive,,
57,admin.,single,secondary,no,no,no,cellular,12,aug,1064,1,-1,0,unknown,1,positive,,
41,management,married,tertiary,no,no,no,cellular,12,aug,147,2,104,1,failure,1,positive,,
59,technician,married,secondary,no,no,no,cellular,12,aug,398,4,422,3,failure,1,positive,,
36,management,married,tertiary,no,yes,no,cellular,12,aug,307,1,-1,0,unknown,1,positive,,
61,management,single,tertiary,no,no,no,cellular,12,aug,131,1,114,3,failure,1,positive,,
18,student,single,primary,no,no,no,cellular,12,aug,267,1,-1,0,unknown,1,positive,,
51,retired,divorced,secondary,no,no,no,cellular,12,aug,417,1,365,9,other,1,positive,,
34,management,single,tertiary,no,yes,no,cellular,12,aug,810,3,93,6,failure,1,positive,,
55,management,married,primary,no,no,no,cellular,12,aug,306,1,457,3,failure,1,positive,,
58,services,divorced,secondary,no,no,no,cellular,12,aug,332,1,-1,0,unknown,1,positive,,
33,blue-collar,single,secondary,no,no,no,cellular,12,aug,338,2,104,1,success,1,positive,,
43,technician,married,tertiary,no,no,no,cellular,12,aug,188,3,100,5,success,1,positive,,
34,services,married,secondary,no,no,no,cellular,12,aug,255,2,104,1,success,1,positive,,
35,services,married,unknown,no,no,no,cellular,12,aug,293,1,104,1,success,1,positive,,
43,technician,single,secondary,no,no,no,cellular,12,aug,289,2,-1,0,unknown,1,positive,,
74,retired,married,primary,no,no,no,telephone,13,aug,562,2,-1,0,unknown,1,negative,,
45,unemployed,divorced,primary,yes,no,no,cellular,13,aug,489,5,-1,0,unknown,1,positive,,
38,blue-collar,married,secondary,no,yes,no,cellular,13,aug,784,3,94,10,failure,1,positive,,
77,retired,married,tertiary,no,no,no,cellular,13,aug,425,2,-1,0,unknown,1,positive,,
32,management,single,tertiary,no,no,no,cellular,13,aug,414,1,-1,0,unknown,1,positive,,
29,admin.,single,tertiary,no,yes,no,cellular,13,aug,148,2,-1,0,unknown,1,positive,,
31,admin.,married,secondary,no,no,no,cellular,13,aug,315,2,105,1,success,1,positive,,
36,technician,married,tertiary,no,no,no,cellular,13,aug,282,1,-1,0,unknown,1,positive,,
50,services,married,secondary,no,no,no,cellular,13,aug,399,1,430,1,failure,1,positive,,
44,technician,divorced,secondary,no,no,no,cellular,13,aug,234,1,-1,0,unknown,1,positive,,
60,retired,married,secondary,no,no,no,cellular,13,aug,192,3,-1,0,unknown,1,positive,,
23,student,single,secondary,no,no,no,cellular,13,aug,496,2,-1,0,unknown,1,positive,,
56,management,married,tertiary,no,no,no,cellular,13,aug,293,2,105,2,success,1,positive,,
76,retired,married,primary,no,no,no,cellular,13,aug,227,2,192,1,failure,1,positive,,
33,services,married,secondary,no,yes,yes,cellular,13,aug,477,2,-1,0,unknown,1,positive,,
28,technician,single,secondary,no,no,no,cellular,13,aug,204,3,105,1,failure,1,positive,,
34,management,single,tertiary,no,no,no,cellular,13,aug,738,1,-1,0,unknown,1,positive,,
56,retired,married,primary,no,no,no,cellular,13,aug,320,2,101,2,success,1,positive,,
45,management,single,tertiary,no,yes,no,cellular,13,aug,393,2,462,1,success,1,positive,,
36,technician,single,secondary,no,no,no,cellular,13,aug,479,1,-1,0,unknown,1,positive,,
57,retired,single,tertiary,no,no,no,cellular,13,aug,284,3,-1,0,unknown,1,positive,,
49,technician,married,tertiary,no,no,no,cellular,13,aug,354,3,-1,0,unknown,1,positive,,
49,management,married,tertiary,no,no,no,telephone,13,aug,640,2,101,4,success,1,positive,,
37,services,married,secondary,no,no,no,cellular,14,aug,150,2,-1,0,unknown,1,positive,,
37,management,married,tertiary,no,no,no,cellular,14,aug,156,2,-1,0,unknown,1,positive,,
35,management,single,tertiary,no,no,no,cellular,14,aug,172,4,-1,0,unknown,1,positive,,
46,unemployed,single,tertiary,no,no,no,cellular,14,aug,225,1,-1,0,unknown,1,positive,,
26,admin.,single,secondary,no,no,no,cellular,14,aug,209,2,106,2,success,1,positive,,
47,unemployed,married,secondary,no,no,no,cellular,14,aug,436,1,403,5,success,1,positive,,
36,management,married,primary,no,no,no,cellular,14,aug,326,3,-1,0,unknown,1,positive,,
36,blue-collar,divorced,secondary,no,no,no,cellular,14,aug,186,1,-1,0,unknown,1,positive,,
37,student,single,unknown,no,no,no,cellular,14,aug,137,1,102,5,success,1,positive,,
62,management,married,tertiary,no,no,no,cellular,14,aug,185,1,-1,0,unknown,1,positive,,
26,blue-collar,single,secondary,no,no,no,cellular,14,aug,125,1,-1,0,unknown,1,positive,,
45,management,married,tertiary,no,no,no,cellular,14,aug,94,4,-1,0,unknown,1,positive,,
33,management,married,tertiary,no,yes,no,cellular,14,aug,801,2,-1,0,unknown,1,positive,,
63,technician,married,secondary,no,yes,no,cellular,14,aug,276,2,-1,0,unknown,1,positive,,
23,blue-collar,married,secondary,no,no,no,cellular,14,aug,100,2,-1,0,unknown,1,positive,,
25,management,single,tertiary,no,no,no,cellular,14,aug,201,1,-1,0,unknown,1,positive,,
60,retired,married,unknown,no,no,no,cellular,14,aug,391,3,106,1,failure,1,positive,,
44,management,married,tertiary,no,yes,no,cellular,14,aug,190,3,270,3,failure,1,positive,,
33,unemployed,single,tertiary,no,no,no,cellular,14,aug,498,2,191,1,failure,1,positive,,
39,entrepreneur,married,tertiary,no,yes,no,cellular,14,aug,880,3,267,1,other,1,positive,,
46,blue-collar,married,unknown,no,yes,no,cellular,14,aug,260,3,457,1,other,1,positive,,
25,student,single,secondary,no,no,no,cellular,14,aug,211,3,-1,0,unknown,1,positive,,
42,admin.,married,primary,no,yes,no,cellular,17,aug,308,1,459,1,success,1,negative,,
56,management,married,unknown,no,no,no,cellular,17,aug,348,1,-1,0,unknown,1,positive,,
82,retired,married,secondary,no,no,no,telephone,17,aug,199,1,-1,0,unknown,1,positive,,
77,retired,married,tertiary,no,no,no,cellular,17,aug,286,1,-1,0,unknown,1,negative,,
36,services,single,tertiary,no,no,no,cellular,17,aug,220,1,-1,0,unknown,1,positive,,
35,management,single,tertiary,no,no,no,cellular,17,aug,343,2,397,1,failure,1,positive,,
50,technician,married,secondary,no,yes,no,cellular,17,aug,711,1,-1,0,unknown,1,positive,,
62,retired,married,secondary,no,no,no,cellular,17,aug,606,1,196,1,success,1,positive,,
26,management,single,tertiary,no,yes,no,cellular,17,aug,156,1,199,1,failure,1,positive,,
24,technician,married,secondary,no,yes,no,cellular,18,aug,460,2,-1,0,unknown,1,positive,,
55,management,married,tertiary,no,no,no,telephone,18,aug,205,1,-1,0,unknown,1,positive,,
22,student,single,secondary,no,no,no,telephone,18,aug,215,1,197,2,failure,1,positive,,
30,student,single,secondary,no,no,no,cellular,18,aug,161,1,173,1,failure,1,positive,,
55,technician,divorced,tertiary,no,no,no,cellular,18,aug,237,1,-1,0,unknown,1,negative,,
34,housemaid,married,tertiary,no,no,no,cellular,18,aug,148,1,84,2,failure,1,negative,,
31,management,married,tertiary,no,yes,no,cellular,18,aug,216,1,-1,0,unknown,1,positive,,
55,technician,married,secondary,no,no,yes,cellular,18,aug,193,1,386,3,success,1,positive,,
34,management,single,tertiary,no,no,no,cellular,18,aug,370,2,-1,0,unknown,1,positive,,
49,technician,single,secondary,no,yes,no,cellular,18,aug,532,1,461,5,failure,1,positive,,
67,retired,divorced,tertiary,no,no,no,cellular,18,aug,441,1,-1,0,unknown,1,positive,,
43,admin.,married,secondary,no,no,no,cellular,19,aug,574,1,84,3,success,1,positive,,
26,management,single,tertiary,no,no,no,cellular,19,aug,238,4,-1,0,unknown,1,positive,,
35,technician,single,tertiary,no,yes,no,cellular,19,aug,768,2,141,3,failure,1,positive,,
25,technician,single,tertiary,no,no,no,cellular,19,aug,225,2,-1,0,unknown,1,positive,,
59,retired,divorced,secondary,no,no,no,cellular,19,aug,335,1,-1,0,unknown,1,positive,,
44,admin.,married,secondary,no,no,no,cellular,19,aug,240,2,271,1,other,1,positive,,
42,management,married,tertiary,no,no,no,cellular,19,aug,164,1,-1,0,unknown,1,positive,,
29,management,single,tertiary,no,no,no,cellular,19,aug,634,1,-1,0,unknown,1,positive,,
32,management,married,tertiary,no,no,no,cellular,19,aug,232,3,-1,0,unknown,1,positive,,
30,management,single,tertiary,no,no,no,cellular,19,aug,145,1,84,2,success,1,positive,,
38,technician,married,secondary,no,no,no,cellular,19,aug,195,1,197,4,other,1,positive,,
22,student,single,tertiary,no,no,no,cellular,19,aug,338,1,-1,0,unknown,1,positive,,
28,student,single,secondary,no,no,no,cellular,20,aug,329,3,199,2,other,1,positive,,
25,entrepreneur,single,tertiary,no,no,no,cellular,20,aug,267,1,-1,0,unknown,1,positive,,
34,self-employed,single,tertiary,no,no,no,cellular,20,aug,474,1,-1,0,unknown,1,positive,,
59,management,married,tertiary,no,no,no,cellular,20,aug,377,6,90,1,success,1,positive,,
27,technician,single,tertiary,no,no,no,cellular,20,aug,217,1,87,6,failure,1,positive,,
62,self-employed,divorced,secondary,no,yes,no,cellular,20,aug,158,1,-1,0,unknown,1,negative,,
35,management,single,tertiary,no,no,no,cellular,20,aug,195,1,-1,0,unknown,1,positive,,
45,housemaid,married,secondary,no,no,no,cellular,20,aug,184,1,-1,0,unknown,1,positive,,
46,admin.,married,secondary,no,no,no,cellular,20,aug,293,1,90,4,other,1,positive,,
34,admin.,married,secondary,no,yes,no,cellular,20,aug,63,2,85,1,success,1,positive,,
34,technician,married,tertiary,no,no,no,cellular,20,aug,78,3,-1,0,unknown,1,positive,,
42,management,married,primary,no,yes,no,cellular,20,aug,273,1,90,3,success,1,positive,,
20,student,single,secondary,no,no,no,cellular,21,aug,228,4,183,1,other,1,positive,,
60,admin.,married,secondary,no,no,no,cellular,21,aug,216,3,91,1,success,1,positive,,
47,management,married,tertiary,no,no,yes,cellular,21,aug,374,1,-1,0,unknown,1,negative,,
52,admin.,divorced,secondary,no,yes,no,cellular,21,aug,168,1,462,1,success,1,positive,,
61,admin.,married,secondary,no,yes,no,cellular,21,aug,158,1,-1,0,unknown,1,positive,,
25,student,single,secondary,no,no,no,cellular,21,aug,273,1,86,1,other,1,positive,,
65,retired,married,secondary,no,no,yes,cellular,21,aug,276,1,-1,0,unknown,1,positive,,
50,technician,married,secondary,no,no,no,cellular,21,aug,531,2,80,2,success,1,positive,,
22,student,single,secondary,no,no,no,cellular,21,aug,116,1,-1,0,unknown,1,positive,,
43,admin.,single,secondary,no,yes,no,cellular,21,aug,126,1,88,4,success,1,positive,,
59,management,married,tertiary,no,no,no,cellular,21,aug,252,1,-1,0,unknown,1,positive,,
53,retired,divorced,tertiary,no,yes,no,cellular,21,aug,343,2,428,2,success,1,negative,,
38,technician,married,secondary,no,no,no,cellular,21,aug,252,4,-1,0,unknown,1,positive,,
71,retired,divorced,secondary,no,no,no,cellular,21,aug,534,3,-1,0,unknown,1,positive,,
28,blue-collar,married,secondary,no,yes,no,cellular,21,aug,744,1,109,3,success,1,positive,,
59,unemployed,married,secondary,no,no,no,cellular,21,aug,438,1,184,3,success,1,positive,,
29,management,single,tertiary,no,no,no,cellular,24,aug,130,2,94,1,success,1,positive,,
